minute,group,max_divergence,max_prediction_error
2026-08-17T05:48Z,char-industry,0,0
2026-08-17T05:48Z,char-killmail,0,0
2026-08-17T05:48Z,char-location,0,0
2026-08-17T05:48Z,char-notification,0,0
2026-08-17T05:48Z,char-social,0,0
2026-08-17T05:48Z,char-wallet,0,0
2026-08-17T05:48Z,fitting,0,0
2026-08-17T05:49Z,char-asset,0,0
2026-08-17T05:49Z,char-contract,0,0
2026-08-17T05:49Z,char-detail,0,0
2026-08-17T05:49Z,char-industry,0,0
2026-08-17T05:49Z,char-killmail,0,0
2026-08-17T05:49Z,char-location,0,0
2026-08-17T05:49Z,char-notification,0,0
2026-08-17T05:49Z,char-social,0,0
2026-08-17T05:49Z,char-wallet,0,0
2026-08-17T05:49Z,fitting,0,0
2026-08-17T05:50Z,char-asset,0,0
2026-08-17T05:50Z,char-contract,0,0
2026-08-17T05:50Z,char-detail,0,0
2026-08-17T05:50Z,char-industry,0,0
2026-08-17T05:50Z,char-killmail,0,0
2026-08-17T05:50Z,char-location,0,0
2026-08-17T05:50Z,char-notification,0,0
2026-08-17T05:50Z,char-social,0,0
2026-08-17T05:50Z,char-wallet,0,0
2026-08-17T05:50Z,fitting,0,0
2026-08-17T05:51Z,char-asset,0,0
2026-08-17T05:51Z,char-contract,0,0
2026-08-17T05:51Z,char-detail,0,0
2026-08-17T05:51Z,char-industry,0,0
2026-08-17T05:51Z,char-killmail,0,0
2026-08-17T05:51Z,char-location,0,0
2026-08-17T05:51Z,char-notification,0,0
2026-08-17T05:51Z,char-social,0,0
2026-08-17T05:51Z,char-wallet,0,0
2026-08-17T05:51Z,fitting,0,0
2026-08-17T05:52Z,char-asset,0,0
2026-08-17T05:52Z,char-contract,0,0
2026-08-17T05:52Z,char-detail,0,0
2026-08-17T05:52Z,char-industry,0,0
2026-08-17T05:52Z,char-killmail,0,0
2026-08-17T05:52Z,char-location,0,0
2026-08-17T05:52Z,char-notification,0,0
2026-08-17T05:52Z,char-social,0,0
2026-08-17T05:52Z,char-wallet,0,0
2026-08-17T05:52Z,fitting,0,0
2026-08-17T05:53Z,char-asset,0,0
2026-08-17T05:53Z,char-contract,0,0
2026-08-17T05:53Z,char-detail,0,0
2026-08-17T05:53Z,char-industry,0,0
2026-08-17T05:53Z,char-killmail,0,0
2026-08-17T05:53Z,char-location,0,0
2026-08-17T05:53Z,char-notification,0,0
2026-08-17T05:53Z,char-social,0,0
2026-08-17T05:53Z,char-wallet,0,0
2026-08-17T05:53Z,fitting,0,0
2026-08-17T05:54Z,char-asset,0,0
2026-08-17T05:54Z,char-contract,0,0
2026-08-17T05:54Z,char-detail,0,0
2026-08-17T05:54Z,char-industry,0,0
2026-08-17T05:54Z,char-killmail,0,0
2026-08-17T05:54Z,char-location,0,0
2026-08-17T05:54Z,char-notification,0,0
2026-08-17T05:54Z,char-social,0,0
2026-08-17T05:54Z,char-wallet,0,0
2026-08-17T05:54Z,fitting,0,0
2026-08-17T05:55Z,char-asset,0,0
2026-08-17T05:55Z,char-contract,0,0
2026-08-17T05:55Z,char-detail,0,0
2026-08-17T05:55Z,char-industry,0,0
2026-08-17T05:55Z,char-killmail,0,0
2026-08-17T05:55Z,char-location,0,0
2026-08-17T05:55Z,char-notification,0,0
2026-08-17T05:55Z,char-social,0,0
2026-08-17T05:55Z,char-wallet,0,0
2026-08-17T05:55Z,fitting,0,0
2026-08-17T05:56Z,char-asset,0,0
2026-08-17T05:56Z,char-contract,0,0
2026-08-17T05:56Z,char-detail,0,0
2026-08-17T05:56Z,char-industry,0,0
2026-08-17T05:56Z,char-killmail,0,0
2026-08-17T05:56Z,char-location,0,0
2026-08-17T05:56Z,char-notification,0,0
2026-08-17T05:56Z,char-social,0,0
2026-08-17T05:56Z,char-wallet,0,0
2026-08-17T05:56Z,fitting,0,0
2026-08-17T05:57Z,char-asset,0,0
2026-08-17T05:57Z,char-contract,0,0
2026-08-17T05:57Z,char-detail,0,0
2026-08-17T05:57Z,char-industry,0,0
2026-08-17T05:57Z,char-killmail,0,0
2026-08-17T05:57Z,char-location,0,0
2026-08-17T05:57Z,char-notification,0,0
2026-08-17T05:57Z,char-social,0,0
2026-08-17T05:57Z,char-wallet,0,0
2026-08-17T05:57Z,fitting,0,0
2026-08-17T05:58Z,char-asset,0,0
2026-08-17T05:58Z,char-contract,0,0
2026-08-17T05:58Z,char-detail,0,0
2026-08-17T05:58Z,char-industry,0,0
2026-08-17T05:58Z,char-killmail,0,0
2026-08-17T05:58Z,char-location,0,0
2026-08-17T05:58Z,char-notification,0,0
2026-08-17T05:58Z,char-social,0,0
2026-08-17T05:58Z,char-wallet,0,0
2026-08-17T05:58Z,fitting,0,0
2026-08-17T05:59Z,char-asset,0,0
2026-08-17T05:59Z,char-contract,0,0
2026-08-17T05:59Z,char-detail,0,0
2026-08-17T05:59Z,char-industry,0,0
2026-08-17T05:59Z,char-killmail,0,0
2026-08-17T05:59Z,char-location,0,0
2026-08-17T05:59Z,char-notification,0,0
2026-08-17T05:59Z,char-social,0,0
2026-08-17T05:59Z,char-wallet,0,0
2026-08-17T05:59Z,fitting,0,0
2026-08-17T06:00Z,char-asset,0,0
2026-08-17T06:00Z,char-contract,0,0
2026-08-17T06:00Z,char-detail,0,0
2026-08-17T06:00Z,char-industry,0,0
2026-08-17T06:00Z,char-killmail,0,0
2026-08-17T06:00Z,char-location,0,0
2026-08-17T06:00Z,char-notification,0,0
2026-08-17T06:00Z,char-social,0,0
2026-08-17T06:00Z,char-wallet,0,0
2026-08-17T06:00Z,fitting,0,0
2026-08-17T06:01Z,char-asset,0,0
2026-08-17T06:01Z,char-contract,0,0
2026-08-17T06:01Z,char-detail,0,2
2026-08-17T06:01Z,char-industry,0,0
2026-08-17T06:01Z,char-killmail,0,0
2026-08-17T06:01Z,char-location,0,0
2026-08-17T06:01Z,char-notification,0,0
2026-08-17T06:01Z,char-social,0,0
2026-08-17T06:01Z,char-wallet,0,0
2026-08-17T06:01Z,fitting,0,0
2026-08-17T06:02Z,char-asset,0,0
2026-08-17T06:02Z,char-contract,0,0
2026-08-17T06:02Z,char-detail,0,0
2026-08-17T06:02Z,char-industry,0,0
2026-08-17T06:02Z,char-killmail,0,0
2026-08-17T06:02Z,char-location,0,0
2026-08-17T06:02Z,char-notification,0,0
2026-08-17T06:02Z,char-social,0,0
2026-08-17T06:02Z,char-wallet,0,0
2026-08-17T06:02Z,fitting,0,0
2026-08-17T06:03Z,char-asset,0,0
2026-08-17T06:03Z,char-contract,0,0
2026-08-17T06:03Z,char-detail,0,0
2026-08-17T06:03Z,char-industry,0,2
2026-08-17T06:03Z,char-killmail,0,0
2026-08-17T06:03Z,char-location,0,0
2026-08-17T06:03Z,char-notification,0,0
2026-08-17T06:03Z,char-social,0,0
2026-08-17T06:03Z,char-wallet,0,0
2026-08-17T06:03Z,fitting,0,0
2026-08-17T06:04Z,char-asset,0,0
2026-08-17T06:04Z,char-contract,0,0
2026-08-17T06:04Z,char-detail,0,0
2026-08-17T06:04Z,char-industry,0,2
2026-08-17T06:04Z,char-killmail,0,0
2026-08-17T06:04Z,char-location,0,0
2026-08-17T06:04Z,char-notification,0,0
2026-08-17T06:04Z,char-social,0,0
2026-08-17T06:04Z,char-wallet,0,0
2026-08-17T06:04Z,fitting,0,0
2026-08-17T06:05Z,char-asset,0,0
2026-08-17T06:05Z,char-contract,0,0
2026-08-17T06:05Z,char-detail,0,0
2026-08-17T06:05Z,char-industry,0,2
2026-08-17T06:05Z,char-killmail,0,0
2026-08-17T06:05Z,char-location,0,0
2026-08-17T06:05Z,char-notification,0,0
2026-08-17T06:05Z,char-social,0,0
2026-08-17T06:05Z,char-wallet,0,0
2026-08-17T06:05Z,fitting,0,0
2026-08-17T06:06Z,char-asset,0,0
2026-08-17T06:06Z,char-contract,0,0
2026-08-17T06:06Z,char-detail,0,0
2026-08-17T06:06Z,char-industry,0,2
2026-08-17T06:06Z,char-killmail,0,0
2026-08-17T06:06Z,char-location,0,0
2026-08-17T06:06Z,char-notification,0,0
2026-08-17T06:06Z,char-social,0,0
2026-08-17T06:06Z,char-wallet,0,0
2026-08-17T06:06Z,fitting,0,0
2026-08-17T06:07Z,char-asset,0,0
2026-08-17T06:07Z,char-contract,0,0
2026-08-17T06:07Z,char-detail,0,0
2026-08-17T06:07Z,char-industry,0,2
2026-08-17T06:07Z,char-killmail,0,0
2026-08-17T06:07Z,char-location,0,0
2026-08-17T06:07Z,char-notification,0,0
2026-08-17T06:07Z,char-social,0,0
2026-08-17T06:07Z,char-wallet,0,0
2026-08-17T06:07Z,fitting,0,0
2026-08-17T06:08Z,char-asset,0,0
2026-08-17T06:08Z,char-contract,0,0
2026-08-17T06:08Z,char-detail,0,0
2026-08-17T06:08Z,char-industry,0,2
2026-08-17T06:08Z,char-killmail,0,0
2026-08-17T06:08Z,char-location,0,0
2026-08-17T06:08Z,char-notification,0,0
2026-08-17T06:08Z,char-social,0,0
2026-08-17T06:08Z,char-wallet,0,0
2026-08-17T06:08Z,fitting,0,0
2026-08-17T06:09Z,char-asset,0,0
2026-08-17T06:09Z,char-contract,0,0
2026-08-17T06:09Z,char-detail,0,0
2026-08-17T06:09Z,char-industry,0,2
2026-08-17T06:09Z,char-killmail,0,0
2026-08-17T06:09Z,char-location,0,0
2026-08-17T06:09Z,char-notification,0,0
2026-08-17T06:09Z,char-social,0,0
2026-08-17T06:09Z,char-wallet,0,0
2026-08-17T06:09Z,fitting,0,0
2026-08-17T06:10Z,char-asset,0,0
2026-08-17T06:10Z,char-contract,0,0
2026-08-17T06:10Z,char-detail,0,0
2026-08-17T06:10Z,char-industry,0,2
2026-08-17T06:10Z,char-killmail,0,0
2026-08-17T06:10Z,char-location,0,0
2026-08-17T06:10Z,char-notification,0,0
2026-08-17T06:10Z,char-social,0,0
2026-08-17T06:10Z,char-wallet,0,0
2026-08-17T06:10Z,fitting,0,0
2026-08-17T06:10Z,insurance,0,0
2026-08-17T06:10Z,meta,0,0
2026-08-17T06:10Z,sovereignty,0,2
2026-08-17T06:10Z,status,0,0
2026-08-17T06:11Z,char-asset,0,0
2026-08-17T06:11Z,char-contract,0,0
2026-08-17T06:11Z,char-detail,0,4
2026-08-17T06:11Z,char-industry,0,2
2026-08-17T06:11Z,char-killmail,0,0
2026-08-17T06:11Z,char-location,0,0
2026-08-17T06:11Z,char-notification,0,0
2026-08-17T06:11Z,char-social,0,0
2026-08-17T06:11Z,char-wallet,0,0
2026-08-17T06:11Z,fitting,0,0
2026-08-17T06:11Z,insurance,0,0
2026-08-17T06:11Z,meta,0,2
2026-08-17T06:11Z,sovereignty,0,2
2026-08-17T06:11Z,status,0,2
2026-08-17T06:12Z,char-asset,0,0
2026-08-17T06:12Z,char-contract,0,0
2026-08-17T06:12Z,char-detail,0,0
2026-08-17T06:12Z,char-industry,0,2
2026-08-17T06:12Z,char-killmail,0,0
2026-08-17T06:12Z,char-location,0,0
2026-08-17T06:12Z,char-notification,0,0
2026-08-17T06:12Z,char-social,0,4
2026-08-17T06:12Z,char-wallet,0,0
2026-08-17T06:12Z,fitting,0,0
2026-08-17T06:12Z,insurance,0,0
2026-08-17T06:12Z,meta,0,2
2026-08-17T06:12Z,sovereignty,0,2
2026-08-17T06:12Z,status,0,2
2026-08-17T06:13Z,char-asset,0,0
2026-08-17T06:13Z,char-contract,0,0
2026-08-17T06:13Z,char-detail,0,0
2026-08-17T06:13Z,char-industry,0,2
2026-08-17T06:13Z,char-killmail,0,0
2026-08-17T06:13Z,char-location,0,0
2026-08-17T06:13Z,char-notification,0,0
2026-08-17T06:13Z,char-social,0,2
2026-08-17T06:13Z,char-wallet,0,0
2026-08-17T06:13Z,fitting,0,0
2026-08-17T06:13Z,insurance,0,0
2026-08-17T06:13Z,meta,0,2
2026-08-17T06:13Z,sovereignty,0,2
2026-08-17T06:13Z,status,0,2
2026-08-17T06:14Z,char-asset,0,0
2026-08-17T06:14Z,char-contract,0,0
2026-08-17T06:14Z,char-detail,0,2
2026-08-17T06:14Z,char-industry,0,2
2026-08-17T06:14Z,char-killmail,0,0
2026-08-17T06:14Z,char-location,0,0
2026-08-17T06:14Z,char-notification,0,0
2026-08-17T06:14Z,char-social,0,0
2026-08-17T06:14Z,char-wallet,0,0
2026-08-17T06:14Z,fitting,0,0
2026-08-17T06:14Z,insurance,0,0
2026-08-17T06:14Z,meta,0,2
2026-08-17T06:14Z,sovereignty,0,2
2026-08-17T06:14Z,status,0,2
2026-08-17T06:15Z,char-asset,0,0
2026-08-17T06:15Z,char-contract,0,0
2026-08-17T06:15Z,char-detail,0,0
2026-08-17T06:15Z,char-industry,0,2
2026-08-17T06:15Z,char-killmail,0,0
2026-08-17T06:15Z,char-location,0,0
2026-08-17T06:15Z,char-notification,0,0
2026-08-17T06:15Z,char-social,0,0
2026-08-17T06:15Z,char-wallet,0,0
2026-08-17T06:15Z,fitting,0,0
2026-08-17T06:15Z,insurance,0,0
2026-08-17T06:15Z,meta,0,2
2026-08-17T06:15Z,sovereignty,0,2
2026-08-17T06:15Z,status,0,2
2026-08-17T06:16Z,char-asset,0,0
2026-08-17T06:16Z,char-contract,0,0
2026-08-17T06:16Z,char-detail,0,0
2026-08-17T06:16Z,char-industry,0,2
2026-08-17T06:16Z,char-killmail,0,0
2026-08-17T06:16Z,char-location,0,0
2026-08-17T06:16Z,char-notification,0,0
2026-08-17T06:16Z,char-social,0,0
2026-08-17T06:16Z,char-wallet,0,0
2026-08-17T06:16Z,fitting,0,0
2026-08-17T06:16Z,insurance,0,0
2026-08-17T06:16Z,meta,0,2
2026-08-17T06:16Z,sovereignty,0,2
2026-08-17T06:16Z,status,0,2
2026-08-17T06:17Z,char-asset,0,0
2026-08-17T06:17Z,char-contract,0,0
2026-08-17T06:17Z,char-detail,0,0
2026-08-17T06:17Z,char-industry,0,2
2026-08-17T06:17Z,char-killmail,0,0
2026-08-17T06:17Z,char-location,0,4
2026-08-17T06:17Z,char-notification,0,0
2026-08-17T06:17Z,char-social,0,0
2026-08-17T06:17Z,char-wallet,0,0
2026-08-17T06:17Z,fitting,0,0
2026-08-17T06:17Z,insurance,0,0
2026-08-17T06:17Z,meta,0,2
2026-08-17T06:17Z,sovereignty,0,2
2026-08-17T06:17Z,status,0,2
2026-08-17T06:18Z,char-asset,0,0
2026-08-17T06:18Z,char-contract,0,0
2026-08-17T06:18Z,char-detail,0,0
2026-08-17T06:18Z,char-industry,0,2
2026-08-17T06:18Z,char-killmail,0,0
2026-08-17T06:18Z,char-location,0,0
2026-08-17T06:18Z,char-notification,0,0
2026-08-17T06:18Z,char-social,0,0
2026-08-17T06:18Z,char-wallet,0,0
2026-08-17T06:18Z,fitting,0,0
2026-08-17T06:18Z,insurance,0,0
2026-08-17T06:18Z,meta,0,2
2026-08-17T06:18Z,sovereignty,0,2
2026-08-17T06:18Z,status,0,2
2026-08-17T06:19Z,char-asset,0,0
2026-08-17T06:19Z,char-contract,0,0
2026-08-17T06:19Z,char-detail,0,0
2026-08-17T06:19Z,char-industry,0,0
2026-08-17T06:19Z,char-killmail,0,0
2026-08-17T06:19Z,char-location,0,0
2026-08-17T06:19Z,char-notification,0,0
2026-08-17T06:19Z,char-social,0,0
2026-08-17T06:19Z,char-wallet,0,0
2026-08-17T06:19Z,fitting,0,0
2026-08-17T06:19Z,insurance,0,0
2026-08-17T06:19Z,meta,0,2
2026-08-17T06:19Z,sovereignty,0,2
2026-08-17T06:19Z,status,0,2
2026-08-17T06:20Z,char-asset,0,0
2026-08-17T06:20Z,char-contract,0,0
2026-08-17T06:20Z,char-detail,0,0
2026-08-17T06:20Z,char-industry,0,0
2026-08-17T06:20Z,char-killmail,0,0
2026-08-17T06:20Z,char-location,0,2
2026-08-17T06:20Z,char-notification,0,0
2026-08-17T06:20Z,char-social,0,4
2026-08-17T06:20Z,char-wallet,0,0
2026-08-17T06:20Z,fitting,0,0
2026-08-17T06:20Z,insurance,0,0
2026-08-17T06:20Z,meta,0,2
2026-08-17T06:20Z,sovereignty,0,2
2026-08-17T06:20Z,status,0,2
2026-08-17T06:21Z,char-asset,0,0
2026-08-17T06:21Z,char-contract,0,0
2026-08-17T06:21Z,char-detail,0,0
2026-08-17T06:21Z,char-industry,0,0
2026-08-17T06:21Z,char-killmail,0,0
2026-08-17T06:21Z,char-location,0,0
2026-08-17T06:21Z,char-notification,0,0
2026-08-17T06:21Z,char-social,0,0
2026-08-17T06:21Z,char-wallet,0,0
2026-08-17T06:21Z,fitting,0,0
2026-08-17T06:21Z,insurance,0,0
2026-08-17T06:21Z,meta,0,2
2026-08-17T06:21Z,sovereignty,0,2
2026-08-17T06:21Z,status,0,2
2026-08-17T06:22Z,char-asset,0,0
2026-08-17T06:22Z,char-contract,0,0
2026-08-17T06:22Z,char-detail,0,0
2026-08-17T06:22Z,char-industry,0,0
2026-08-17T06:22Z,char-killmail,0,0
2026-08-17T06:22Z,char-location,0,0
2026-08-17T06:22Z,char-notification,0,0
2026-08-17T06:22Z,char-social,0,0
2026-08-17T06:22Z,char-wallet,0,0
2026-08-17T06:22Z,fitting,0,0
2026-08-17T06:22Z,insurance,0,0
2026-08-17T06:22Z,meta,0,2
2026-08-17T06:22Z,sovereignty,0,2
2026-08-17T06:22Z,status,0,2
2026-08-17T06:23Z,char-asset,0,0
2026-08-17T06:23Z,char-contract,0,0
2026-08-17T06:23Z,char-detail,0,0
2026-08-17T06:23Z,char-industry,0,0
2026-08-17T06:23Z,char-killmail,0,0
2026-08-17T06:23Z,char-location,0,0
2026-08-17T06:23Z,char-notification,0,0
2026-08-17T06:23Z,char-social,0,0
2026-08-17T06:23Z,char-wallet,0,0
2026-08-17T06:23Z,fitting,0,0
2026-08-17T06:23Z,insurance,0,0
2026-08-17T06:23Z,meta,0,2
2026-08-17T06:23Z,sovereignty,0,2
2026-08-17T06:23Z,status,0,2
2026-08-17T06:24Z,char-asset,0,0
2026-08-17T06:24Z,char-contract,0,0
2026-08-17T06:24Z,char-detail,0,0
2026-08-17T06:24Z,char-industry,0,0
2026-08-17T06:24Z,char-killmail,0,0
2026-08-17T06:24Z,char-location,0,0
2026-08-17T06:24Z,char-notification,0,0
2026-08-17T06:24Z,char-social,0,0
2026-08-17T06:24Z,char-wallet,0,0
2026-08-17T06:24Z,fitting,0,0
2026-08-17T06:24Z,insurance,0,0
2026-08-17T06:24Z,meta,0,2
2026-08-17T06:24Z,sovereignty,0,2
2026-08-17T06:24Z,status,0,2
2026-08-17T06:25Z,char-asset,0,0
2026-08-17T06:25Z,char-contract,0,0
2026-08-17T06:25Z,char-detail,0,0
2026-08-17T06:25Z,char-industry,0,0
2026-08-17T06:25Z,char-killmail,0,0
2026-08-17T06:25Z,char-location,0,0
2026-08-17T06:25Z,char-notification,0,0
2026-08-17T06:25Z,char-social,0,0
2026-08-17T06:25Z,char-wallet,0,0
2026-08-17T06:25Z,fitting,0,0
