minute,group,max_divergence,max_prediction_error
2026-08-16T10:11Z,char-wallet,0,0
2026-08-16T10:11Z,fitting,0,0
2026-08-16T10:12Z,char-asset,0,0
2026-08-16T10:12Z,char-contract,0,0
2026-08-16T10:12Z,char-detail,0,0
2026-08-16T10:12Z,char-industry,0,0
2026-08-16T10:12Z,char-killmail,0,0
2026-08-16T10:12Z,char-location,0,0
2026-08-16T10:12Z,char-notification,0,0
2026-08-16T10:12Z,char-social,0,0
2026-08-16T10:12Z,char-wallet,0,0
2026-08-16T10:12Z,fitting,0,0
2026-08-16T10:13Z,char-asset,0,0
2026-08-16T10:13Z,char-contract,0,0
2026-08-16T10:13Z,char-detail,0,0
2026-08-16T10:13Z,char-industry,0,0
2026-08-16T10:13Z,char-killmail,0,0
2026-08-16T10:13Z,char-location,0,0
2026-08-16T10:13Z,char-notification,0,0
2026-08-16T10:13Z,char-social,0,0
2026-08-16T10:13Z,char-wallet,0,0
2026-08-16T10:13Z,fitting,0,0
2026-08-16T10:14Z,char-asset,0,0
2026-08-16T10:14Z,char-contract,0,0
2026-08-16T10:14Z,char-detail,0,0
2026-08-16T10:14Z,char-industry,0,0
2026-08-16T10:14Z,char-killmail,0,0
2026-08-16T10:14Z,char-location,0,0
2026-08-16T10:14Z,char-notification,0,0
2026-08-16T10:14Z,char-social,0,0
2026-08-16T10:14Z,char-wallet,0,0
2026-08-16T10:14Z,fitting,0,0
2026-08-16T10:15Z,char-asset,0,0
2026-08-16T10:15Z,char-contract,0,0
2026-08-16T10:15Z,char-detail,0,0
2026-08-16T10:15Z,char-industry,0,0
2026-08-16T10:15Z,char-killmail,0,0
2026-08-16T10:15Z,char-location,0,0
2026-08-16T10:15Z,char-notification,0,0
2026-08-16T10:15Z,char-social,0,0
2026-08-16T10:15Z,char-wallet,0,0
2026-08-16T10:15Z,fitting,0,0
2026-08-16T10:16Z,char-asset,0,0
2026-08-16T10:16Z,char-contract,0,0
2026-08-16T10:16Z,char-detail,0,0
2026-08-16T10:16Z,char-industry,0,0
2026-08-16T10:16Z,char-killmail,0,0
2026-08-16T10:16Z,char-location,0,0
2026-08-16T10:16Z,char-notification,0,0
2026-08-16T10:16Z,char-social,0,0
2026-08-16T10:16Z,char-wallet,0,0
2026-08-16T10:16Z,fitting,0,0
2026-08-16T10:17Z,char-asset,0,0
2026-08-16T10:17Z,char-contract,0,0
2026-08-16T10:17Z,char-detail,0,0
2026-08-16T10:17Z,char-industry,0,0
2026-08-16T10:17Z,char-killmail,0,0
2026-08-16T10:17Z,char-location,0,0
2026-08-16T10:17Z,char-notification,0,0
2026-08-16T10:17Z,char-social,0,0
2026-08-16T10:17Z,char-wallet,0,0
2026-08-16T10:17Z,fitting,0,0
2026-08-16T10:18Z,char-asset,0,0
2026-08-16T10:18Z,char-contract,0,0
2026-08-16T10:18Z,char-detail,0,0
2026-08-16T10:18Z,char-industry,0,0
2026-08-16T10:18Z,char-killmail,0,0
2026-08-16T10:18Z,char-location,0,0
2026-08-16T10:18Z,char-notification,0,0
2026-08-16T10:18Z,char-social,0,0
2026-08-16T10:18Z,char-wallet,0,0
2026-08-16T10:18Z,fitting,0,0
2026-08-16T10:19Z,char-asset,0,0
2026-08-16T10:19Z,char-contract,0,0
2026-08-16T10:19Z,char-detail,0,0
2026-08-16T10:19Z,char-industry,0,0
2026-08-16T10:19Z,char-killmail,0,0
2026-08-16T10:19Z,char-location,0,0
2026-08-16T10:19Z,char-notification,0,0
2026-08-16T10:19Z,char-social,0,0
2026-08-16T10:19Z,char-wallet,0,0
2026-08-16T10:19Z,fitting,0,0
2026-08-16T10:20Z,char-asset,0,0
2026-08-16T10:20Z,char-contract,0,0
2026-08-16T10:20Z,char-detail,0,0
2026-08-16T10:20Z,char-industry,0,0
2026-08-16T10:20Z,char-killmail,0,0
2026-08-16T10:20Z,char-location,0,0
2026-08-16T10:20Z,char-notification,0,0
2026-08-16T10:20Z,char-social,0,0
2026-08-16T10:20Z,char-wallet,0,0
2026-08-16T10:20Z,fitting,0,0
2026-08-16T10:21Z,char-asset,0,0
2026-08-16T10:21Z,char-contract,0,0
2026-08-16T10:21Z,char-detail,0,0
2026-08-16T10:21Z,char-industry,0,0
2026-08-16T10:21Z,char-killmail,0,0
2026-08-16T10:21Z,char-location,0,0
2026-08-16T10:21Z,char-notification,0,0
2026-08-16T10:21Z,char-social,0,0
2026-08-16T10:21Z,char-wallet,0,0
2026-08-16T10:21Z,fitting,0,0
2026-08-16T10:22Z,char-asset,0,0
2026-08-16T10:22Z,char-contract,0,0
2026-08-16T10:22Z,char-detail,0,0
2026-08-16T10:22Z,char-industry,0,0
2026-08-16T10:22Z,char-killmail,0,0
2026-08-16T10:22Z,char-location,0,0
2026-08-16T10:22Z,char-notification,0,0
2026-08-16T10:22Z,char-social,0,0
2026-08-16T10:22Z,char-wallet,0,0
2026-08-16T10:22Z,fitting,0,0
2026-08-16T10:23Z,char-asset,0,0
2026-08-16T10:23Z,char-contract,0,0
2026-08-16T10:23Z,char-detail,0,0
2026-08-16T10:23Z,char-industry,0,0
2026-08-16T10:23Z,char-killmail,0,0
2026-08-16T10:23Z,char-location,0,0
2026-08-16T10:23Z,char-notification,0,0
2026-08-16T10:23Z,char-social,0,0
2026-08-16T10:23Z,char-wallet,0,0
2026-08-16T10:23Z,fitting,0,0
